url	type	title	desc
https://hamrahclinic.ir/service/malignant-wound/	service	درمان زخم سرطانی و ناشی از درمان سرطان	بخش درمان زخم سرطانی و ناشی از درمان سرطان همراه کلینیک، خدمات تخصصی ارزیابی، پانسمان و مراقبت از زخم را برای تسریع بهبود و کاهش عوارض ارائه می‌دهد.
https://hamrahclinic.ir/service/metabolic-syndrome/	service	درمان چربی خون و سندرم متابولیک در کلینیک غدد همراه تهران	درمان چربی خون بالا و سندرم متابولیک با رویکرد کاهش ریسک قلبی-عروقی در کلینیک غدد همراه تجریش تهران؛ ارزیابی آزمایشگاهی، اصلاح تغذیه و دارودرمانی.
https://hamrahclinic.ir/service/obesity/	service	درمان چاقی و کنترل وزن در کلینیک غدد همراه تهران	درمان چاقی و اضافه وزن با ارزیابی علل هورمونی، مشاوره تغذیه و دارودرمانی در کلینیک غدد همراه تجریش تهران؛ برنامه‌ی شخصی‌سازی‌شده و پیگیری منظم.
https://hamrahclinic.ir/service/osteoporosis/	service	درمان پوکی استخوان در کلینیک غدد همراه تهران	تشخیص و درمان پوکی استخوان با سنجش تراکم استخوان (DEXA) و درمان دارویی برای پیشگیری از شکستگی در کلینیک غدد همراه تهران.
https://hamrahclinic.ir/service/pcos/	service	درمان سندرم تخمدان پلی‌کیستیک (PCOS) در کلینیک غدد تهران	درمان سندرم تخمدان پلی‌کیستیک (PCOS) با رویکرد هورمونی و متابولیک — تنظیم قاعدگی، پرمویی و ناباروری در کلینیک غدد همراه تهران.
https://hamrahclinic.ir/service/pituitary/	service	درمان اختلالات غده هیپوفیز در کلینیک غدد همراه تهران	تشخیص و درمان اختلالات غده هیپوفیز شامل پرولاکتینوما، آکرومگالی و کم‌کاری هیپوفیز در کلینیک غدد همراه تجریش تهران، با آزمایش‌های هورمونی تخصصی.
https://hamrahclinic.ir/service/pressure-ulcer/	service	درمان زخم بستر (فشاری) | کلینیک زخم همراه تهران	زخم بستر یا زخم فشاری (Pressure Ulcer) آسیبی است که در پوست و بافت‌های زیرین آن به دلیل فشار طولانی‌مدت ایجاد می‌شود. این زخم‌ها معمولاً در بیماران سالمند،
https://hamrahclinic.ir/service/respiratory-infection/	service	درمان عفونت تنفسی | کلینیک عفونی تهران	عفونت‌های تنفسی از علل اصلی مراجعه به پزشک هستند. کلینیک عفونی همراه با ارزیابی دقیق، تصویربرداری مناسب و تشخیص افتراقی بین عفونت‌های ویروسی و باکتریایی، از
https://hamrahclinic.ir/service/sex-hormones/	service	اختلالات هورمون‌های جنسی و یائسگی در کلینیک غدد همراه تهران	درمان اختلالات هورمون‌های جنسی، یائسگی و افت تستوسترون با هورمون‌درمانی اصولی در کلینیک غدد همراه تجریش تهران؛ ارزیابی کامل هورمونی و پیگیری دوره‌ای.
https://hamrahclinic.ir/service/skin-infection/	service	درمان عفونت پوست و بافت نرم | کلینیک عفونی تهران	عفونت‌های پوست و بافت نرم (SSTI) از سلولیت ساده تا عفونت‌های تهدیدکننده‌ی جان مانند نکروتیزینگ فاسئیت متفاوت‌اند. کلینیک عفونی همراه با هم‌کاری کلینیک زخم،
https://hamrahclinic.ir/service/sti/	service	تشخیص و درمان عفونت‌های مقاربتی (STI)	عفونت‌های مقاربتی (STI) قابل تشخیص و درمان هستند، اما به دلیل تابو فرهنگی، اغلب دیر تشخیص داده می‌شوند. کلینیک عفونی همراه با رعایت کامل محرمانگی و حریم
https://hamrahclinic.ir/service/surgical-wound/	service	درمان زخم بعد از جراحی | کلینیک زخم همراه تهران	زخم‌های بعد از جراحی که دیر التیام می‌یابند یا دچار باز شدن (Wound Dehiscence) شده‌اند، نیازمند مراقبت تخصصی هستند. کلینیک زخم همراه با پروتکل‌های استاندارد و
https://hamrahclinic.ir/service/thyroid/	service	درمان بیماری‌های تیروئید در کلینیک غدد همراه تهران	درمان کم‌کاری، پرکاری، گواتر و گره‌های تیروئید در کلینیک غدد همراه تجریش تهران، با سونوگرافی و نمونه‌برداری (FNA) در محل و پاسخ‌دهی سریع.
https://hamrahclinic.ir/service/traumatic-wound/	service	درمان زخم ضربه‌ای (تروماتیک) | کلینیک زخم همراه تهران	زخم‌های ضربه‌ای (Traumatic Wounds) ناشی از تصادف، سقوط، بریدگی شدید یا حادثه هستند که می‌توانند سطحی یا عمیق، تمیز یا آلوده باشند. کلینیک زخم همراه پیگیری پس
https://hamrahclinic.ir/service/tuberculosis/	service	تشخیص و درمان سل (TB) | کلینیک عفونی تهران	سل (Tuberculosis) یکی از کشنده‌ترین عفونت‌های جهان است که هنوز سالانه میلیون‌ها نفر را در سراسر دنیا مبتلا می‌کند. کلینیک عفونی همراه با دسترسی به Gene-Xpert
https://hamrahclinic.ir/service/urinary-tract-infection/	service	درمان عفونت ادراری (UTI) | کلینیک عفونی تهران	عفونت ادراری (UTI) شایع‌ترین عفونت باکتریایی در جامعه است و حدود ۵۰٪ زنان حداقل یک‌بار در طول عمرشان به آن مبتلا می‌شوند. کلینیک عفونی همراه با تشخیص دقیق
https://hamrahclinic.ir/service/urology-clinic/	service	کلینیک فوق تخصصی اورولوژی در تهران	تشخیص و درمان تخصصی بیماری‌های کلیه، مجاری ادراری، پروستات، ناباروری مردان و مشکلات ادراری توسط پزشکان مجرب با امکان نوبت‌دهی آنلاین.
https://hamrahclinic.ir/service/venous-ulcer/	service	درمان زخم وریدی | کلینیک زخم همراه تهران	زخم وریدی شایع‌ترین نوع زخم مزمن پای انسان است و در ۸۰٪ موارد زخم‌های مزمن ساق پا را شامل می‌شود. این زخم‌ها معمولاً در نتیجه‌ی نارسایی مزمن وریدی (CVI) و
https://hamrahclinic.ir/service/viral-hepatitis/	service	درمان هپاتیت ویروسی (B و C) | کلینیک عفونی تهران	هپاتیت‌های ویروسی B و C از مهم‌ترین عفونت‌های مزمن کبد هستند که در صورت عدم درمان به سیروز، نارسایی کبد و سرطان کبد منجر می‌شوند. کلینیک عفونی همراه با دسترسی
https://hamrahclinic.ir/service/wound-clinic/	service	کلینیک زخم تهران | درمان زخم دیابتی، بستر و مزمن	درمان تخصصی زخم دیابتی، بستر، وریدی، شریانی و سوختگی در کلینیک زخم همراه، تجریش تهران. ارزیابی، پانسمان تخصصی و پیگیری دوره‌ای زیر نظر کادر مجرب.
